Synonym	current_species_or_subspecies_name
Ahaetulla formosa	Dendrelaphis kopsteini
Dendrelaphis formosus	Dendrelaphis kopsteini
Dendrophis formosa	Dendrelaphis kopsteini
Asaccus kurdistanensis	Asaccus kurdistanensis
Asaccus nasrullahi	Asaccus nasrullahi
Coluber melanzostus	Xenochrophis melanzostus
Tropidonotus melanzostus	Xenochrophis melanzostus
Tropidonotus melanozostus sic	Xenochrophis melanzostus
Coluber lippus	Xenochrophis melanzostus
Tropidonotus quincunciatus melanzostus	Xenochrophis melanzostus
Tropidonotus piscator melanzosta	Xenochrophis melanzostus
Natrix piscator melanzostus	Xenochrophis melanzostus
Tropidonotus quincunciatus	Xenochrophis melanzostus
Tropidonotus quincunciatus var	Xenochrophis melanzostus
Tropidonotus piscator	Xenochrophis melanzostus
Natrix piscator	Xenochrophis melanzostus
Fowlea piscator	Xenochrophis melanzostus
Xenochrophis piscator	Xenochrophis melanzostus
Xenochrophis piscator melanozostus	Xenochrophis melanzostus
Xenochrophis melanozostus	Xenochrophis melanzostus
Xenochrophis flavipunctatus melanozostus	Xenochrophis melanzostus
Xenochrophis melanzostus	Xenochrophis melanzostus
Dendrophis caudolineolatus	Dendrelaphis caudolineolatus
Dendrophis gregorii	Dendrelaphis caudolineolatus
Ahaetulla caudolineolata	Dendrelaphis caudolineolatus
Dendrelaphis caudolineolatus	Dendrelaphis caudolineolatus
Liotyphlops trefauti	Liotyphlops trefauti
Celatiscincus similis	Celatiscincus similis
Calamodontophis ronaldoi	Calamodontophis ronaldoi
Calamodontophis dorsolineatus	Calamodontophis ronaldoi
Rhynchocalamus barani	Muhtarophis barani
Muhtarophis barani	Muhtarophis barani
Tympanocryptis lineata pinguicolla	Tympanocryptis pinguicolla
Tympanocryptis telecom	Tympanocryptis pinguicolla
Tympanocryptis pinguicolla	Tympanocryptis pinguicolla
Geophis nigroalbus	Geophis nigroalbus
Catastoma nigroalbum	Geophis nigroalbus
Geophis brachycephalus	Geophis nigroalbus
Geophis negroalbus	Geophis nigroalbus
Geophis rostralis	Geophis rostralis
Rhabdosoma rostrale	Geophis rostralis
Catostoma rostrale	Geophis rostralis
Prosymna Greigerti	Prosymna greigerti
Prosymna meleagris laurenti	Prosymna greigerti
Prosymna maleagris greigerti	Prosymna greigerti
Prosymna greigerti greigerti	Prosymna greigerti
Prosymna gregerti sic	Prosymna greigerti
Prosymna greigerti collaris	Prosymna greigerti collaris
Prosymna meleagris collaris	Prosymna greigerti collaris
Prosymna collaris	Prosymna greigerti collaris
Liolaemus crepuscularis	Liolaemus crepuscularis
Liolaemus ornatus	Liolaemus crepuscularis
Liolaemus sp Mina Capillitas	Liolaemus crepuscularis
Liolaemus espinozai	Liolaemus espinozai
Liolaemus quilmes	Liolaemus espinozai
Sceloporus cupreus	Sceloporus cupreus
Sceloporus cochranae	Sceloporus cupreus
Sceloporus siniferus cupreus	Sceloporus cupreus
Sceloporus torquatus minor	Sceloporus minor
Sceloporus jarrovii minor	Sceloporus minor
Sceloporus minor	Sceloporus minor
Sceloporus jarrovii immucronatus	Sceloporus minor
Sceloporus minor minor	Sceloporus minor
Sceloporus minor cyaneus	Sceloporus minor cyaneus
Sceloporus jarrovii cyaneus	Sceloporus minor cyaneus
Sceloporus minor erythrocyaneus	Sceloporus minor erythrocyaneus
Sceloporus jarrovii erythrocyaneus	Sceloporus minor erythrocyaneus
Sceloporus minor immucronatus	Sceloporus minor immucronatus
Sceloporus jarrovii immucronatus	Sceloporus minor immucronatus
Sceloporus torquatus cyanogenys	Sceloporus cyanogenys
Sceloporus cyanogenys	Sceloporus cyanogenys
Sceloporus torquatus mucronatus	Sceloporus cyanogenys
Sceloporus torquatus poinsetti	Sceloporus cyanogenys
Sceloporus serrifer plioporus	Sceloporus cyanogenys
Sceloporus serrifer cariniceps	Sceloporus cyanogenys
Sceloporus serrifer cyanogenys	Sceloporus cyanogenys
Sceloporus lunaei	Sceloporus lunae
Sceloporus lunae	Sceloporus lunae
Pachydactylus affinis	Pachydactylus affinis
Pachydactylus formosus	Pachydactylus affinis
Pachydactylus formosus affinis	Pachydactylus affinis
Pachydactylus capensis affinis	Pachydactylus affinis
Glauconia erythraea	Myriopholis erythraeus
Leptotyphlops erythraeus	Myriopholis erythraeus
Leptotyphlops erythraeus	Myriopholis erythraeus
Leptotyphlops sp	Myriopholis erythraeus
Leptotyphlops cf macrorhynchus	Myriopholis erythraeus
Leptotyphlops macrorhynchus	Myriopholis erythraeus
Leptotyphlops cairi	Myriopholis erythraeus
Leptotyphlops nigricans	Myriopholis erythraeus
Leptotyphlops macrorhynchus macrorhynchus	Myriopholis erythraeus
Myriopholis erythraeus	Myriopholis erythraeus
Dasypeltis confusa	Dasypeltis confusa
Dasypeltis gansi	Dasypeltis gansi
Dasypeltis sahelensis	Dasypeltis sahelensis
Mehelya gabouensis	Gonionotophis gabouensis
Gonionotophis gabouensis	Gonionotophis gabouensis
Atractaspis watsoni	Atractaspis watsoni
Atractaspis watsonii	Atractaspis watsoni
Rhadinaea pegosalyta	Rhadinella pegosalyta
Rhadinella pegosalyta	Rhadinella pegosalyta
Popeia buniana	Trimeresurus buniana
Trimeresurus bunianus	Trimeresurus buniana
Trimeresurus Popeia buniana	Trimeresurus buniana
Psammophis sibilans mossambica	Psammophis mossambicus
Psammophis sibilans tettensis	Psammophis mossambicus
Psammophis thomasi	Psammophis mossambicus
Psammophis mossambicus	Psammophis mossambicus
Psammophis mossambica	Psammophis mossambicus
Hemidactylus makolowodei	Hemidactylus makolowodei
Thecadactylus solimoensis	Thecadactylus solimoensis
Oxyuranus temporalis	Oxyuranus temporalis
Luperosaurus kubli	Luperosaurus kubli
Luperosaurus cf kubli	Luperosaurus kubli
Letheobia pauwelsi	Letheobia pauwelsi
Pachydactylus serval purcelli	Pachydactylus purcelli
Pachydactylus Purcelli	Pachydactylus purcelli
Pachydactylus pardus	Pachydactylus purcelli
Pachydactylusserval purcelli	Pachydactylus purcelli
Pachydactylus capensis werneri	Pachydactylus werneri
Pachydactylus capensis weberi	Pachydactylus werneri
Pachydactylus capensis gariesensis	Pachydactylus werneri
Pachydactylus werneri	Pachydactylus werneri
Pachydactylus weberi werneri	Pachydactylus werneri
Pachydactylus weberi acuminatus	Pachydactylus acuminatus
Pachydactylus Weberi	Pachydactylus acuminatus
Pachydactylus weberi weberi	Pachydactylus acuminatus
Pachydactylus acuminatus	Pachydactylus acuminatus
Pachydactylus montanus	Pachydactylus montanus
Pachydactylus montanus montanus	Pachydactylus montanus
Pachydactylus serval	Pachydactylus montanus
Atractus attenuates	Atractus attenuates
Atractus attenuatus	Atractus attenuates
Atractus gigas	Atractus gigas
Uromastyx yemenensis	Uromastyx yemenensis
Uromastyx ocellata benti	Uromastyx yemenensis
Uromastyx ocellata	Uromastyx yemenensis
Liolaemus cinereus	Liolaemus cinereus
Glauconia cairi	Myriopholis braccianii
Glauconia braccianii	Myriopholis braccianii
Glauconia variabilis	Myriopholis braccianii
Glauconia fiechteri	Myriopholis braccianii
Leptotyphlops fiechteri	Myriopholis braccianii
Leptotyphlops braccianii	Myriopholis braccianii
Leptotyphlops variabilis	Myriopholis braccianii
Leptotyphlops macrorhynchus	Myriopholis braccianii
Leptotyphlops longicaudus	Myriopholis braccianii
Myriopholis braccianii	Myriopholis braccianii
Leptotyphlops ionidesi	Myriopholis ionidesi
Leptotyphlops longicaudus	Myriopholis ionidesi
Myriopholis ionidesi	Myriopholis ionidesi
Leptotyphlops tanae	Leptotyphlops tanae
Leptotyphlops longicauda	Leptotyphlops tanae
Leptotyphlops longicaudus	Leptotyphlops tanae
Leptotyphlops cairi	Leptotyphlops tanae
Myriopholis tanae	Leptotyphlops tanae
Leptotyphlops howelli	Leptotyphlops howelli
Leptotyphlops macrops	Leptotyphlops howelli
Leptotyphlops mbanjensis	Leptotyphlops mbanjensis
Leptotyphlops emini emini	Leptotyphlops mbanjensis
Leptotyphlops emini	Leptotyphlops mbanjensis
Leptotyphlops keniensis	Leptotyphlops keniensis
Glauconia nigricans	Leptotyphlops keniensis
Leptotyphlops emini emini	Leptotyphlops keniensis
Leptotyphlops nigricans nigricans	Leptotyphlops keniensis
Leptotyphlops aethiopicus	Leptotyphlops aethiopicus
Glauconia emini	Leptotyphlops aethiopicus
Glauconia cairi	Leptotyphlops aethiopicus
Leptotyphlops emini	Leptotyphlops aethiopicus
Leptotyphlops emini emini	Leptotyphlops aethiopicus
Leptotyphlops nigricans	Leptotyphlops aethiopicus
Leptotyphlops nigroterminus	Leptotyphlops nigroterminus
Glauconia signata	Leptotyphlops nigroterminus
Leptotyphlops conjuncta	Leptotyphlops nigroterminus
Leptotyphlops scutifrons	Leptotyphlops nigroterminus
Typhlops proancylops	Typhlops proancylops
Typhlops agoralionis	Typhlops agoralionis
Typhlops sylleptor	Typhlops sylleptor
Typhlops eperopeus	Typhlops eperopeus
Typhlops perimychus	Cubatyphlops perimychus
Cubatyphlops perimychus	Cubatyphlops perimychus
Typhlops arator	Cubatyphlops arator
Cubatyphlops arator	Cubatyphlops arator
Typhlops anousius	Cubatyphlops anousius
Cubatyphlops anousius	Cubatyphlops anousius
Typhlops notorachius	Cubatyphlops notorachius
Cubatyphlops notorachius	Cubatyphlops notorachius
Typhlops contorhinus	Cubatyphlops contorhinus
Cubatyphlops contorhinus	Cubatyphlops contorhinus
Typhlops anchaurus	Cubatyphlops anchaurus
Cubatyphlops anchaurus	Cubatyphlops anchaurus
Typhlops satelles :	Cubatyphlops satelles
Cubatyphlops satelles	Cubatyphlops satelles
Typhlops satelles	Cubatyphlops satelles
Lepidodactylus oligoporus	Lepidodactylus oligoporus
Liolaemus puelche	Liolaemus puelche
Dierogekko thomaswhitei	Dierogekko thomaswhitei
Dierogekko poumensis	Dierogekko poumensis
Dierogekko insularis	Dierogekko insularis
Dierogekko nehoueensis	Dierogekko nehoueensis
Bavayia validiclavis	Dierogekko nehoueensis
Dierogekko kaalaensis	Dierogekko kaalaensis
Dierogekko koniambo	Dierogekko koniambo
Dierogekko inexpectatus	Dierogekko inexpectatus
Anolis anatoloros	Anolis anatoloros
Dactyloa anatoloros	Anolis anatoloros
Pachydactylus robertsi	Pachydactylus robertsi
Pachydactylus scutatus robertsi	Pachydactylus robertsi
Pachydactylus aff robertsi	Pachydactylus robertsi
Pachydactylus reconditus	Pachydactylus reconditus
Pachydactylus capensis	Pachydactylus reconditus
Pachydactylus Weberi	Pachydactylus reconditus
Pachydactylus weberi werneri	Pachydactylus reconditus
Pachydactylus weberi acuminatus	Pachydactylus reconditus
Pachydactylus monicae	Pachydactylus monicae
Pachydactylus weberi	Pachydactylus monicae
Pachydactylus griffini	Pachydactylus griffini
Pachydactylus purcelli	Pachydactylus griffini
Pachydactylus serval	Pachydactylus griffini
Pachydactylus mclachlani	Pachydactylus mclachlani
Pachydactylus weberi	Pachydactylus mclachlani
Pachydactylus carinatus	Pachydactylus carinatus
Pachydactylus serval onscepensis	Pachydactylus carinatus
Pachydactyluscf serval	Pachydactylus carinatus
Pachydactylus visseri	Pachydactylus visseri
Pachydactylus weberi	Pachydactylus visseri
Pachydactylus goodi	Pachydactylus goodi
Pachydactylus weberi	Pachydactylus goodi
Pachydactylus otaviensis	Pachydactylus otaviensis
Pachydactylus weberi	Pachydactylus otaviensis
Ctenophorus nguyarna	Ctenophorus nguyarna
Cyrtopodion brachykolon	Mediodactylus brachykolon
Altigekko brachykolon	Mediodactylus brachykolon
Mediodactylus brachikolon sic	Mediodactylus brachykolon
Sibon manzanaresi	Sibon manzanaresi
Anolis williamsmittermeierorum	Anolis williamsmittermeierorum
Anolis mittermeierorum	Anolis williamsmittermeierorum
Dactyloa williamsmittermeierorum	Anolis williamsmittermeierorum
Pseudoeryx relictualis	Pseudoeryx relictualis
Agama finchi	Agama finchi
Bronia saxosa	Amphisbaena saxosa
Amphisbaena saxosa	Amphisbaena saxosa
Amphiesma leucomystax	Hebius leucomystax
Hebius leucomystax	Hebius leucomystax
Micrurus silviae	Micrurus silviae
Liopholidophis dimorphus	Liopholidophis dimorphus
Cyrtodactylus cryptus	Cyrtodactylus cryptus
Trimeresurus laticinctus	Tropidolaemus laticinctus
Lachesis wagleri variety	Tropidolaemus laticinctus
Lachesis wagleri	Tropidolaemus laticinctus
Trimeresurus wagleri, "bunte, rotgebänderte Form"	Tropidolaemus laticinctus
Trimeresurus wagleri	Tropidolaemus laticinctus
Tropidolaemus wagleri	Tropidolaemus laticinctus
Tropidolaemus wagleri celebensis	Tropidolaemus laticinctus
Tropidolaemus wagleri, "red form"	Tropidolaemus laticinctus
Tropidolaemus subannulatus celebensis morph	Tropidolaemus laticinctus
Tropidolaemus laticinctus	Tropidolaemus laticinctus
Amphisbaena leali	Amphisbaena leali
Amphisbaena cayemite	Amphisbaena cayemite
Stenocercus santander	Stenocercus santander
Stenocercus erythrogaster	Stenocercus santander
Phymaturus excelsus	Phymaturus excelsus
Phymaturus spectabilis	Phymaturus spectabilis
Phymaturus agilis	Phymaturus spectabilis
Phymaturus tenebrosus	Phymaturus tenebrosus
Lycodon flavicollis	Lycodon flavicollis
Liolaemus hermannunezi	Liolaemus hermannunezi
Liolaemus rothi	Liolaemus hermannunezi
Liolaemus Eulaemus rothi	Liolaemus hermannunezi
Liolaemus tregenzai	Liolaemus tregenzai
Anolis magnaphallus	Anolis magnaphallus
Norops magnaphallus see note	Anolis magnaphallus
Norops magnaphallus	Anolis magnaphallus
Tantilla ceboruca	Tantilla ceboruca
Leiosaurus jaguaris	Leiosaurus jaguaris
Mabuya ozorii	Trachylepis ozorii
Mabuia ozorii	Trachylepis ozorii
Mabuya blanlingii sic	Trachylepis ozorii
Trachylepis ozorii	Trachylepis ozorii
Anolis kunayalae	Anolis kunayalae
Dactyloa kunayalae	Anolis kunayalae
Gymnodactylus albofasciatus	Cyrtodactylus albofasciatus
Geckoella albofasciatus	Cyrtodactylus albofasciatus
Cyrtodactylus Geckoella albofasciatus	Cyrtodactylus albofasciatus
Agama agama lionotus	Agama lionotus
Agama lionotus	Agama lionotus
Agama lionotus usambarae	Agama lionotus
Agama agama usambarica	Agama lionotus
Agama colonorum usambarae	Agama lionotus
Agama agama usambarae	Agama lionotus
Agama lionotus lionotus	Agama lionotus
Agama agama dodomae	Agama agama dodomae
Agama lionatus dodomae	Agama agama dodomae
Agama lionotus dodomae	Agama agama dodomae
Agama dodomae	Agama agama dodomae
Agama dodomae dodomae	Agama agama dodomae
Agama agama elgonis	Agama agama elgonis
Agama elgonis	Agama agama elgonis
Agama lionotus elgonis	Agama agama elgonis
Agama agama ufipae	Agama agama ufipae
Agama lionotus ufipae	Agama agama ufipae
Agama dodomae ufipae	Agama agama ufipae
Lipinia inexpectata	Lipinia inexpectata
Saiphos quadrivittatum	Lipinia inexpectata
Lipinia quadrivittata	Lipinia inexpectata
Lipinia sp	Lipinia inexpectata
Trimeresurus wiroti	Trimeresurus wiroti
Trimeresurus Craspedocephalus wiroti	Trimeresurus wiroti
Craspedocephalus wiroti	Trimeresurus wiroti
Podarcis bocagei carbonelli	Podarcis carbonelli
Podarcis carbonelli	Podarcis carbonelli
Podarcis bocagei berlengensis	Podarcis bocagei berlengensis
Podarcis carbonelli berlengensis	Podarcis bocagei berlengensis
Eremias inornata	Pedioplanis inornata
Eremias undata inornata	Pedioplanis inornata
Pedioplanis undata inornata	Pedioplanis inornata
Pedioplanis inornata	Pedioplanis inornata
Ogmius varians	Conopsis acuta
Ogmius acutus	Conopsis acuta
Toluca lineata acuta	Conopsis acuta
Chionactis diasii acutus	Conopsis acuta
Conopsis lineata wetmorei	Conopsis acuta
Conopsis acuta	Conopsis acuta
Delma tealei	Delma tealei
Delma desmosa	Delma desmosa
Homopus solus	Homopus solus
Homopus bergeri	Homopus solus
Homopus boulengeri	Homopus solus
Homopus sp	Homopus solus
Homopus “Namibian form”	Homopus solus
Homopus ‘solos’	Homopus solus
Homopus bergeri solos	Homopus solus
Chersobius solus	Homopus solus
Letheobia jubana	Letheobia jubana
Typhlops lineolatus lineolatus  not	Letheobia jubana
Typhlops lineolatusnot	Letheobia jubana
Afrotyphlops jubanus	Letheobia jubana
Letheobia pembana	Letheobia pembana
Typhlops pallidus  not	Letheobia pembana
Typhlops pallidus	Letheobia pembana
Typhlops pallidus  ;	Letheobia pembana
Rhinotyphlops pallidus  not	Letheobia pembana
Rhinotyphlops pallidus	Letheobia pembana
Letheobia swahilica BROADLEY &	Letheobia swahilica
Typhlops pallidus  not	Letheobia swahilica
Typhlops pallidus	Letheobia swahilica
Rhinotyphlops pallidus	Letheobia swahilica
Letheobia swahilica	Letheobia swahilica
Letheobia toritensis	Letheobia toritensis
Typhlops pallidus  not	Letheobia toritensis
Rhinotyphlops pallidus  not	Letheobia toritensis
Letheobia largeni	Letheobia largeni
Rhinotyphlops pallidus	Letheobia largeni
Liophis dorsocorallinus	Erythrolamprus dorsocorallinus
Erythrolamprus dorsocorallinus	Erythrolamprus dorsocorallinus
Luperosaurus corfieldi	Luperosaurus corfieldi
Phymaturus verdugo	Phymaturus verdugo
Phymaturus ceii	Phymaturus ceii
Alexandresaurus camacan	Alexandresaurus camacan
Opisthotropis maculosus	Opisthotropis maculosa
Opisthotropis maculosa	Opisthotropis maculosa
Cnemaspis alwisi	Cnemaspis alwisi
Cnemaspis kumarasinghei	Cnemaspis kumarasinghei
Cnemaspis molligodai	Cnemaspis molligodai
Cnemaspis retigalensis	Cnemaspis retigalensis
Cnemaspis samanalensis	Cnemaspis samanalensis
Gymnodactylus scalpensis	Cnemaspis scalpensis
Cnemaspis jerdoni scalpensis	Cnemaspis scalpensis
Cnemaspis ranwellai	Cnemaspis scalpensis
Cnemaspis scalpensis	Cnemaspis scalpensis
Rhampholeon Rhinodigitum beraduccii	Rhampholeon beraduccii
Rhampholeon Rhinodigitum acuminatus	Rhampholeon acuminatus
Rhampholeon Rhampholeon viridis	Rhampholeon viridis
Cyrtodactylus serratus	Cyrtodactylus serratus
Cyrtodactylus cf serratus	Cyrtodactylus serratus
Hoplodactylus cryptozoicus	Mokopirirakau cryptozoicus
Mokopirirakau cryptozoicus	Mokopirirakau cryptozoicus
Calamaria butonensis	Calamaria butonensis
Calamaria longirostris	Calamaria longirostris
Lacerta monticola cyreni	Iberolacerta cyreni
Lacerta cyreni cyreni	Iberolacerta cyreni
Iberolacerta Iberolacerta cyreni	Iberolacerta cyreni
Iberolacerta cyreni	Iberolacerta cyreni
Lacerta Iberolacerta cyreni	Iberolacerta cyreni
Iberolacerta cyreni cyreni	Iberolacerta cyreni
Iberolacerta cyreni castilliana	Iberolacerta cyreni castilliana
Lacerta cyreni castilliana	Iberolacerta cyreni castilliana
Lacerta Iberolacerta cyreni castilliana	Iberolacerta cyreni castilliana
Naja ashei	Naja ashei
Naja Afronaja ashei	Naja ashei
Afronaja ashei	Naja ashei
Psammophis sibilans trinasalis	Psammophis trinasalis
Psammophis moniliger furcatus	Psammophis trinasalis
Psammophis furcatus	Psammophis trinasalis
Psammophis leightoni trinasalis	Psammophis trinasalis
Psammophis trinasalis	Psammophis trinasalis
Psammophis leightoni namibensis	Psammophis namibensis
Psammophis namibensis	Psammophis namibensis
Anadia pariaensis	Anadia pariaensis
Hemidactylus barbierii	Hemidactylus barbierii
Ablepharus kitaibelii budaki	Ablepharus budaki
Ablepharus budaki budaki	Ablepharus budaki
Ablepharus budaki	Ablepharus budaki
Ablepharus budaki anatolicus	Ablepharus budaki anatolicus
Cnemaspis gemunu	Cnemaspis gemunu
Trapelus schmitzi	Trapelus schmitzi
Anolis datzorum	Anolis datzorum
Norops datzorum	Anolis datzorum
Anolis pseudopachypus	Anolis pseudopachypus
Norops pseudopachypus	Anolis pseudopachypus
Anolis pseudokemptoni	Anolis pseudokemptoni
Norops pseudokemptoni	Anolis pseudokemptoni
Anolis gruuo	Anolis gruuo
Norops gruuo	Anolis gruuo
Uta repens	Petrosaurus repens
Petrosaurus repens	Petrosaurus repens
Ameiva provitaae	Ameiva provitaae
Pseudocophotis kontumensis	Pseudocophotis kontumensis
Thamnodynastes paraguanae	Thamnodynastes paraguanae
Thamnodynastes dixoni	Thamnodynastes dixoni
Thamnodynastes ceibae	Thamnodynastes ceibae
Acanthodactylus harranensis	Acanthodactylus harranensis
Lygosoma boehmei	Lygosoma boehmei
Riopa boehmei	Lygosoma boehmei
Cyrtopodion sistanensis	Cyrtopodion sistanense
Cyrtopodion turcmenicum	Cyrtopodion sistanense
Cyrtopodion Cyrtopodion sistanense	Cyrtopodion sistanense
Cyrtopodion sistanense	Cyrtopodion sistanense
Naja nigricollis nigricincta	Naja nigricincta
Naja nigricollis fasciata	Naja nigricincta
Naja nigricollis nigricinctus	Naja nigricincta
Naja mossambica nirgicincta	Naja nigricincta
Naja nigricincta	Naja nigricincta
Naja Afronaja nigricincta	Naja nigricincta
Afronaja nigricincta	Naja nigricincta
Naja nigricincta woodi	Naja nigricincta woodi
Naja nigra	Naja nigricincta woodi
Naja nigricollis woodi	Naja nigricincta woodi
Naja mossambica woodi	Naja nigricincta woodi
Naja woodi	Naja nigricincta woodi
Trimeresurus subannulatus	Tropidolaemus subannulatus
Trigonocephalus wagleri celebensis	Tropidolaemus subannulatus
Trimeresurus wagleri alboviridis	Tropidolaemus subannulatus
Tropidolaemus subannulatus	Tropidolaemus subannulatus
Trimeresurus wagleri subannulatus	Tropidolaemus subannulatus
Trimeresurus philippensis	Tropidolaemus philippensis
Trimeresurus hombroni	Tropidolaemus philippensis
Tropidolaemus philippinensis	Tropidolaemus philippensis
Tropidolaemus philippensis	Tropidolaemus philippensis
Atractus eriki	Atractus eriki
Xantusia arizonae	Xantusia arizonae
Xantusia vigilis arizonae	Xantusia arizonae
Xantusia vigilis wigginsi	Xantusia wigginsi
Xantusia wigginsi	Xantusia wigginsi
Sceloporus mucronatus omiltemanus	Sceloporus omiltemanus
Sceloporus omiltemanus	Sceloporus omiltemanus
Sceloporus mucronatus aureolus	Sceloporus aureolus
Sceloporus aureolus	Sceloporus aureolus
Sceloporus ornatus caeruleus	Sceloporus caeruleus
Sceloporus caeruleus	Sceloporus caeruleus
Dryadosaura nordestina	Dryadosaura nordestina
Lankascincus munindradasai	Lankascincus munindradasai
Lankascincus sripadensis	Lankascincus sripadensis
Lankascincus cf sripadensis	Lankascincus sripadensis
Dinarolacerta montenegrina	Dinarolacerta montenegrina
Lacerta mosorensis	Dinarolacerta montenegrina
Phrynocephalus putjatai	Phrynocephalus putjatai
Phrynocephalus putiatae	Phrynocephalus putjatai
Phrynocephalus putjaitai	Phrynocephalus putjatai
Phrynocephalus putjatia	Phrynocephalus putjatai
Phrynocephalus Oreosaura putjatai	Phrynocephalus putjatai
Phrynocephalus putjatae	Phrynocephalus putjatai
Phrynocephalus guinanensis	Phrynocephalus putjatai
Oedura jacovae	Amalosia jacovae
Amalosia jacovae	Amalosia jacovae
Hydrodynastes melanogigas	Hydrodynastes melanogigas
Hydrodynastes gigas	Hydrodynastes melanogigas
Cyrtodactylus caovansungi	Cyrtodactylus caovansungi
Cyrtodactylus chauquangensis	Cyrtodactylus chauquangensis
Cyrtodactylus badenensis	Cyrtodactylus badenensis
Cyrtodactylus nigriocularis	Cyrtodactylus nigriocularis
Phrynops bellii	Myuchelys bellii
Hydraspis bellii	Myuchelys bellii
Elseya bellii	Myuchelys bellii
Elseya dorriani	Myuchelys bellii
Phrynops belli	Myuchelys bellii
Wollumbinia bellii	Myuchelys bellii
Elseya latisternum bellii	Myuchelys bellii
Wollumbinia bellii dorriani	Myuchelys bellii
Myuchelys bellii	Myuchelys bellii
Chelodina burrungandjii	Chelodina burrungandjii
Macrochelodina burrungandjii	Chelodina burrungandjii
Chelodina Macrochelodina burrungandjii	Chelodina burrungandjii
Pseudocerastes urarachnoides	Pseudocerastes urarachnoides
Scotophis confinis	Pantherophis spiloides
Elaphis spiloides	Pantherophis spiloides
Elaphis holbrookii	Pantherophis spiloides
Coluber obsoletus lemniscatus	Pantherophis spiloides
Elaphe obsoleta confinis	Pantherophis spiloides
Elaphe obsoleta spiloides	Pantherophis spiloides
Elaphe spiloides	Pantherophis spiloides
Pantherophis obsoletus spiloides	Pantherophis spiloides
Scotophis spiloides	Pantherophis spiloides
Pantherophis spiloides	Pantherophis spiloides
Draco supriatnai	Draco supriatnai
Draco iskandari	Draco iskandari
Draco Beccarii	Draco beccarii
Draco lineatus beccarii	Draco beccarii
Draco lineatus rhytisma	Draco rhytisma
Draco rhytisma	Draco rhytisma
Draco spilonotus	Draco spilonotus
Draco spilopterus	Draco spilonotus
Draco lineatus spilonotus	Draco spilonotus
Draco walkeri	Draco walkeri
Lioscincus vivae	Lioscincus vivae
Nannoscincus manautei	Nannoscincus manautei
Nannoscincus manautae	Nannoscincus manautei
Anolis ruibali	Anolis ruibali
Leposternon kisteumacheri	Amphisbaena kisteumacheri
Amphisbaena kisteumacheri	Amphisbaena kisteumacheri
Varanus rainerguentheri	Varanus rainerguentheri
Varanus Euprepiosaurus rainerguentheri	Varanus rainerguentheri
Acanthocercus guentherpetersi	Acanthocercus guentherpetersi
Japalura batangensis	Japalura batangensis
Japalura yunnanensis	Japalura batangensis
Japalura flaviceps	Japalura batangensis
Sphaerodactylus dimorphicus	Sphaerodactylus dimorphicus
Sphaerodactylus torrei ocujal	Sphaerodactylus dimorphicus
Sphaerodactylus nigropunctatus ocujal	Sphaerodactylus dimorphicus
Sphaerodactylus siboney	Sphaerodactylus siboney
Hemidactylus mindiae	Hemidactylus mindiae
Siaphos tridigitus	Sphenomorphus tridigitus
Sphenomorphus tridigitus	Sphenomorphus tridigitus
Lygosoma sananus	Sphenomorphus sananus
Sphenomorphus sananus	Sphenomorphus sananus
Lygosoma parvum	Tytthoscincus parvus
Sphenomorphus parvus	Tytthoscincus parvus
Tytthoscincus parvus	Tytthoscincus parvus
Pseudoboa martinsi	Pseudoboa martinsi
Demansia quaesitor	Demansia quaesitor
Demansia rimicola	Demansia rimicola
Demansia shinei	Demansia shinei
Phymaturus roigorum	Phymaturus roigorum
Centrura flagellifer	Phymaturus roigorum
Phymaturus palluma	Phymaturus roigorum
Lerista amicorum	Lerista amicorum
Lokisaurus amicorum	Lerista amicorum
Lerista clara	Lerista clara
Phaneropis clarus	Lerista clara
Lerista jacksoni	Lerista jacksoni
Phaneropis jacksoni	Lerista jacksoni
Lerista kingi	Lerista kingi
Phaneropis kingi	Lerista kingi
Lerista micra	Lerista micra
Phaneropis micra	Lerista micra
Lerista nevinae	Lerista nevinae
Phaneropis nevinae	Lerista nevinae
Lerista occulta	Lerista occulta
Phaneropis occultus	Lerista occulta
Lerista rolfei	Lerista rolfei
Phaneropis rolfei	Lerista rolfei
Lerista verhmens	Lerista verhmens
Phaneropis verhmens	Lerista verhmens
Bachia micromela	Bachia micromela
Bachia psamophila	Bachia psamophila
Acutotyphlops banaorum	Acutotyphlops banaorum
Eutropis grandis	Eutropis grandis
Anolis paravertebralis	Anolis paravertebralis
Dactyloa paravertebralis	Anolis paravertebralis
Anolis umbrivagus	Anolis umbrivagus
Dactyloa umbrivaga	Anolis umbrivagus
Xylophis captaini	Xylophis captaini
Homonota rupicola	Homonota rupicola
Phelsuma ravenala	Phelsuma ravenala
Cyrtodactylus capreoloides	Cyrtodactylus capreoloides
Cyrtodactylus salomonensis	Cyrtodactylus salomonensis
Cyrtodactylus solomonensis	Cyrtodactylus salomonensis
Cyrtodactylus pseudoquadrivirgatus	Cyrtodactylus pseudoquadrivirgatus
Cyrtodactylus cf pseudoquadrivirgatus	Cyrtodactylus pseudoquadrivirgatus
Cnemaspis aurantiacopes	Cnemaspis aurantiacopes
Cnemaspis caudanivea	Cnemaspis caudanivea
Cnemaspis nuicamensis	Cnemaspis nuicamensis
